time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red,label
121609,2896,13812,4088,2492,254,-2762,161314,73559,0
121749,2588,15748,4812,3785,883,-5615,161264,73648,0
121889,3116,15216,4800,2861,285,-5545,161243,73695,0
122029,2284,15916,5156,-408,3837,856,161143,73592,0
122169,2696,16900,3876,-4361,911,7999,160992,73518,0
122311,2152,16004,3396,-6066,3819,11669,161272,73660,0
122451,3524,12748,3300,-690,2036,3667,161358,73650,0
122591,3996,15168,4240,3401,4380,-5664,161547,73757,0
122731,4192,15464,4152,2513,-4662,-6282,161219,73593,0
122871,3004,16424,3956,1139,-7749,-4746,161176,73619,0
123013,3672,15280,3808,570,-5518,-6806,161293,73632,0
123153,4100,18368,4300,93,-1300,-5422,161268,73601,0
123293,3832,13336,4320,-561,4735,2840,161111,73671,0
123433,3080,15536,4624,-2716,2222,4868,161079,73630,0
123573,2632,14212,4004,-2975,4795,6749,161262,73665,0
123715,3768,17768,5740,-552,6015,5265,161177,73567,0
123855,3712,13104,6532,-1790,5924,6898,161216,73574,0
123995,4224,14440,6656,-1029,894,3228,161209,73694,0
124135,3476,13060,5776,-1147,699,1529,161413,73704,0
124275,3648,13580,5140,1474,-2974,-3369,161450,73704,0
124417,2856,14744,4816,3664,408,-5395,161285,73642,0
124557,5568,15420,4128,3755,244,-8405,161377,73650,0
124697,3420,19064,3732,3289,-5593,-6773,161242,73719,0
124837,2692,14140,3540,2013,-158,-2579,161311,73738,0
124977,3900,15336,3952,-1505,-1466,-568,161290,73663,0
125117,3372,16816,3836,-2924,-2855,3962,161101,73614,0
125259,2596,14844,3716,-2333,5237,6731,161368,73644,0
125399,1156,16232,3504,-4101,96,4956,161368,73715,0
125539,-1556,15576,1868,-1493,-600,279,161620,73813,0
125679,1328,17028,3904,2750,-2541,-4903,161459,73714,0
125819,2136,14748,4780,3258,-2361,-7442,161466,73651,0
125961,2552,15452,4476,1921,-6410,-7019,161534,73727,0
126101,2316,16232,4852,275,-3093,-2096,161411,73673,0
126241,2888,14532,3524,-1384,-2341,1987,161297,73781,0
126381,952,16728,3732,-1936,-578,5235,161339,73674,0
126521,912,15520,3224,-1550,3508,6354,161385,73692,0
126663,2328,16740,3296,-1000,4488,2750,161451,73697,0
126803,2264,14440,3012,-625,1535,1523,161367,73629,0
126943,2980,15700,3888,-1490,384,1845,161473,73794,0
127083,3520,13288,4192,84,-3177,486,161373,73697,0
127223,2952,14520,4996,1026,620,-758,161525,73745,0
127365,2700,14976,4480,231,-661,-1055,161325,73658,0
127505,2312,17032,3408,324,-74,-3608,161460,73715,0
127645,2788,14948,3576,-294,-4566,-3600,161437,73788,0
127785,2804,15524,4208,-788,-4262,-4211,161452,73764,0
127925,3296,16880,4776,499,1931,-1520,161303,73703,0
128067,2732,12672,4384,706,7751,3365,161282,73680,0
128207,2564,18856,4868,-1970,8719,1753,161438,73681,0
128347,3772,14384,4992,-3914,-3132,8711,161383,73714,0
128487,3284,14284,6368,-1208,2642,5169,161231,73736,0
128627,3956,13292,5968,-697,2666,3721,161372,73688,0
128767,3688,15852,6112,552,3353,1698,161336,73626,0
128909,1672,14124,5160,53,3049,2848,161487,73749,0
129049,3276,12884,4592,1025,-2001,-1517,161590,73778,0
129189,5460,14920,5076,4306,-1049,-6512,161457,73787,0
129329,5004,14540,5128,1731,-4983,-5260,161371,73695,0
129469,5228,16352,4640,461,-4212,-4539,161227,73682,0
129611,4372,14156,4424,-322,-3248,-1885,161389,73747,0
129751,3776,15080,4516,-1322,-2223,-2143,161398,73712,0
129891,3712,15672,4888,-2426,-1025,1177,161415,73825,0
130031,3840,15716,6092,-5339,1218,6714,161181,73721,0
130171,5880,15220,6296,-12075,20706,16381,159236,73371,0
130313,3912,9784,9800,-12332,9545,11708,158219,73098,0
130453,3372,4792,13788,-7803,5018,9345,158286,73080,0
130593,3024,1928,13868,-5517,1159,5572,158225,73203,0
130733,3828,1308,14292,-3114,-2470,3234,158291,73236,0
130873,4384,464,14028,633,-3902,986,158569,73243,0
131013,4836,676,14132,424,-1116,595,158680,73183,0
131155,3508,1144,12384,5500,-2090,-4344,158827,73222,0
131295,3812,5040,14752,9000,-1209,-7036,158651,73234,0
131435,4124,8008,11632,8004,-4026,-7876,158774,73298,0
131575,5036,13736,9592,7938,-8385,-9680,159018,73283,0
131715,5824,14920,7572,8188,-26,-7403,159032,73269,0
131857,3424,14172,5744,8553,1113,-7043,158991,73225,0
131997,3036,15984,5856,1189,-2371,-4048,158641,73069,0
132137,4392,14368,5412,-1932,-3015,535,158321,73157,0
132277,3348,14904,5928,-1362,4037,4080,158221,73062,0
132417,2340,15408,5336,-3831,-882,4585,158744,73222,0
132559,3508,14068,4932,-3598,-1122,4435,159512,73330,0
132699,3332,14420,5988,-3631,-760,2721,160264,73503,0
132839,4160,14180,7148,545,-1834,-1325,160253,73585,0
132979,4208,12732,6856,614,878,-1032,160404,73662,0
133119,4204,14196,6856,2094,177,-2430,160473,73603,0
133259,4056,12948,6008,2049,-8,-2694,160646,73589,0
133401,3020,15372,5628,1341,-3780,-3488,160769,73669,0
133541,2784,15164,4492,2198,-2029,-3493,160687,73676,0
133681,2268,14800,4516,2718,-1973,-3678,160710,73736,0
133821,2500,17316,4016,1136,2540,-2373,160847,73690,0
133961,3124,14152,3372,-1224,-1006,1990,160716,73634,0
134103,2216,16564,3872,-2283,2434,3628,160891,73718,0
134243,3280,15040,4280,-1560,1085,4011,160825,73593,0
134383,3276,14836,4544,-1508,3272,4188,160814,73783,0
134523,4216,15412,4920,-958,2223,3091,160747,73610,0
134663,5008,14412,5140,-1405,751,2843,160633,73596,0
134805,6052,12860,6380,-501,758,506,160685,73573,0
134945,6728,13600,6188,946,2177,-326,160515,73487,0
135085,4720,13640,4636,970,3837,1489,160708,73711,0
135225,4452,14952,4992,-1985,-1279,613,160742,73622,0
135365,4016,14336,4344,-2376,-3063,-1248,160852,73636,0
135507,4172,16996,4728,2167,-1909,-7370,161015,73668,0
135647,4008,13660,5728,4574,3711,-5464,161048,73601,0
135787,4668,15440,6408,947,-5800,-4904,160788,73713,0
135927,4472,13700,5924,-989,-2921,-301,160729,73596,0
136067,5000,14436,6092,-2344,-724,2068,160660,73552,0
136209,4160,15168,5840,-2650,2172,6491,160670,73540,0
136349,4068,14212,5312,-1232,3565,5249,160810,73516,0
136489,3984,15828,5792,39,2819,3738,160779,73707,0
136629,3740,11952,4412,-609,2425,3333,160816,73588,0
136769,4592,13820,5928,-347,1748,476,160964,73614,0
136911,5600,14096,5328,2620,-631,-2179,160805,73575,0
137051,5340,14312,5756,5467,3186,-3735,160861,73547,0
137191,4220,14936,5284,2682,-3579,-4123,161003,73721,0
137331,4268,15736,4208,-542,-10046,-6079,160929,73605,0
137471,4344,15568,4900,153,-4912,-5027,160815,73595,0
137613,3720,14712,4796,-229,3017,-268,160948,73606,0
137753,2808,13932,4468,-3568,2893,2761,160977,73550,0
137893,3756,13900,5556,-3431,1697,6347,161031,73728,0
138033,4476,15308,7188,-1760,3908,5880,160733,73531,0
138173,3880,14144,5632,-2554,5003,4622,161079,73634,0
138315,3780,13592,5604,72,-75,1186,161137,73624,0
138455,2596,14120,5792,1202,-1020,-1458,161121,73577,0
138595,3068,14668,5740,1349,-4363,-4987,161057,73721,0
138735,4768,14724,4580,-212,-10052,-5261,160906,73572,0
138875,5176,14844,4392,1901,-2379,-6160,160777,73557,0
139017,3432,16572,4676,2214,-834,-4929,160766,73543,0
139157,3172,14156,4240,389,1206,576,160781,73472,0
139297,3524,15936,4200,-423,3892,103,160764,73633,0
139437,3960,14868,4052,-2007,913,4096,160751,73540,0
139577,2980,15348,4576,-1660,2659,4119,160686,73537,0
139719,2912,15144,4700,-2635,2774,4255,160848,73592,0
139859,2712,14936,4912,-3731,-1143,3001,160974,73572,0
139999,3120,15576,5044,-7,63,-337,160971,73722,0
140139,2836,13248,4648,2108,-1360,-3338,161003,73622,0
140279,3428,15980,5740,4718,-156,-7517,161039,73649,0
140421,2860,15672,4980,1889,-4123,-5925,160923,73553,0
140561,3112,15180,4272,-673,-4848,-2851,160929,73535,0
140701,3716,15000,4120,-1050,-715,1276,160708,73620,0
140841,2352,16752,4240,-2467,2227,5253,160852,73631,0
140981,2108,15476,3772,-2587,1322,4664,160972,73673,0
141123,3536,14188,4128,-1260,1066,2421,161057,73632,0
141263,3216,13968,4784,318,-677,-1252,161038,73599,0
141403,3644,14784,5416,566,177,19,161037,73722,0
141543,2948,14996,4940,796,765,-683,161051,73750,0
141683,2996,14668,3736,2071,-405,-1826,161155,73692,0
141823,2828,17096,3408,1846,97,-5006,161100,73667,0
141965,3208,14952,3760,1576,-1517,-3934,161098,73695,0
142105,2280,16164,4020,-905,-1317,-1936,161115,73719,0
142245,3676,12904,3268,1184,4850,899,160919,73704,0
142385,1004,14560,3992,-358,5542,3846,161057,73668,0
142525,1840,16796,4720,-2574,2635,2988,161045,73672,0
142667,2540,14596,5232,-2248,896,4924,161093,73674,0
142807,2096,15348,5356,-2897,2180,3720,161258,73649,0
142947,2892,15672,4700,-2060,-2317,2851,161064,73801,0
143087,2276,14460,4500,507,898,-32,161224,73741,0
143227,3028,14456,4776,845,-333,-1504,161434,73787,0
143369,4324,14332,4832,3632,3089,-3306,161153,73647,0
143509,4160,14560,4980,2345,671,-757,161355,73738,0
143649,3304,15844,4776,1287,-1460,-4116,161277,73842,0
143789,4664,13940,4120,-855,-6578,-2996,161380,73875,0
143929,2584,15964,4048,-2469,-6683,-1943,161179,73760,0
144069,2828,14248,4336,636,-1842,-1955,161355,73740,0
144211,1976,15412,4992,618,6230,-100,161492,73816,0
144351,2596,15500,4444,-2057,2832,1752,161467,73830,0
144491,2036,13920,4964,-2820,922,3686,161404,73902,0
144631,2732,15056,5972,-586,3844,2620,161304,73784,0
144771,2860,14352,5324,-2319,982,3266,161479,73848,0
144913,3276,14912,5272,-846,239,2323,161382,73749,0
145053,3720,13780,5708,639,1155,-274,161487,73811,0
145193,4392,14404,6368,319,346,-341,161363,73863,0
145333,3988,14208,5628,-70,164,-770,161474,73881,0
145473,3816,14248,5804,346,-1009,-879,161535,73824,0
145613,2588,14896,5880,285,-4278,-2165,161641,73788,0
145755,3040,14428,5676,1187,86,-2453,161505,73840,0
145895,3468,15360,4616,2292,-2158,-4340,161602,73864,0
146035,3128,14940,5004,1709,-458,-3753,161652,73953,0
146175,1916,15976,4460,-1286,-3242,188,161569,73858,0
146315,2592,14628,3836,-849,984,1706,161465,73836,0
146457,2672,17760,3748,-1529,3368,3121,161494,73793,0
146597,2460,14608,3144,-2144,-1906,4725,161688,73884,0
146737,4440,13412,3596,-704,802,2476,161642,73932,0
146877,5812,15332,4304,-1585,-2431,1897,161572,73927,0
147017,6420,14184,4588,-1038,-2338,-476,161341,73791,0
147157,6980,15908,5688,486,-1234,-2977,161311,73731,0
147299,6172,12900,4944,1235,3269,-2334,161427,73817,0
147439,4232,15608,4420,-887,-3308,-2227,161450,73850,0
147579,2200,15060,3428,-1054,1218,-2106,161442,73933,0
147719,3168,15148,2992,518,-2051,-3493,161532,73875,0
147859,3064,16328,4028,928,-228,-3268,161494,73875,0
148001,2468,14848,4028,698,-1644,-3305,161624,73879,0
148141,1208,14136,3972,-639,-4549,-2996,161738,73871,0
148281,2188,16184,4368,90,-2168,-1726,161551,73932,0
148421,2372,15628,4044,-459,1255,937,161532,73893,0
148561,1140,15492,4744,-1093,-488,2858,161578,73908,0
148703,2568,14372,4068,-2247,807,3831,161608,73824,0
148843,3348,17356,3712,-956,1122,2497,161613,73882,0
148983,2944,14536,4228,104,3970,3302,161610,73974,0
149123,3368,15724,4516,-2158,-1903,731,161726,73994,0
149263,3644,13964,4992,1318,2117,9,161852,73954,0
149403,2592,14672,5384,155,782,-472,161716,73914,0
149545,3352,14224,5008,470,-1201,-438,161843,73940,0
149685,2520,14836,3992,3823,104,-3003,161774,73991,0
149825,648,20304,2468,1470,4782,-4041,161971,74070,0
149965,1908,14916,1980,548,-3007,-2378,161782,73940,0
150105,1448,17628,3204,272,-2580,-4535,161753,73968,0
150247,2736,13328,3688,385,742,-452,161674,73888,0
150387,1512,16376,3692,-2361,-604,3768,161628,73832,0
150527,2260,14672,4328,-918,9162,5289,161707,73996,0
150667,2644,17140,5140,-1800,4534,3289,161374,73857,0
150807,3212,14580,5180,-2625,2889,5751,161459,73859,0
150949,2148,15704,5120,-2143,3562,5394,161580,73786,0
151089,1928,12888,4144,8,-81,3060,161680,73844,0
151229,3980,14016,4000,1574,3702,-1582,161716,73948,0
151369,2468,13012,4496,2597,-2,-93,161668,73956,0
151509,3672,17232,3860,3307,-3126,-5143,161689,73879,0
151649,3252,16152,3992,1803,-4738,-4530,161690,73861,0
151791,3944,14856,3388,-18,-6739,-5978,161629,73856,0
151931,3900,16620,3732,334,-5340,-4719,161488,73859,0
152071,3300,14888,4696,-77,7384,2086,161452,73933,0
152211,2008,16180,4964,-4455,2542,4857,161412,73870,0
152351,1940,14808,5268,-5819,1746,5667,161497,73835,0
152493,3076,14796,6244,-2561,4089,4732,161411,73861,0
152633,2560,13548,6300,-2307,2243,3114,161802,74009,0
152773,3648,14528,6216,-357,-1076,1481,161729,73998,0
152913,3040,13808,6972,1362,2256,293,161492,73898,0
153053,4188,13304,6684,420,-1630,-1850,161704,73862,0
153195,4224,13728,5024,815,-2580,-1004,161640,73911,0
153335,3652,14120,4932,3391,101,-2361,161732,73979,0
153475,3844,16976,5232,3037,-4387,-5470,161618,74034,0
153615,5324,13640,4808,614,-13190,-6434,161557,73932,0
153755,4360,16304,5472,-183,-2294,-4888,161654,73904,0
153897,3732,14980,5024,-1653,-731,-873,161800,73972,0
154037,3096,14812,4700,-2133,1279,1862,161588,74001,0
154177,3132,14624,5208,-2909,4619,6815,161704,74062,0
154317,3552,16008,4788,-132,7667,7030,161580,73968,0
154457,2020,14092,5388,-214,6586,6630,161891,73962,0
154599,2860,13988,5836,-411,2305,3687,161891,73995,0
154739,3152,14672,5928,1206,3401,-250,161941,74063,0
154879,2912,14256,4908,975,-1526,-1543,161951,74083,0
155019,2808,15376,4896,1160,-4575,-4032,161847,74043,0
155159,3936,15136,4264,3099,-4851,-6715,161833,73985,0
155301,3980,17060,4208,3276,-2545,-7401,161978,74072,0
155441,2776,14884,3572,1999,-4472,-4189,161811,74054,0
155581,2348,14368,3628,-1442,202,1703,161687,74068,0
155721,2404,17824,3644,-4655,-2032,4699,161717,74036,0
155861,2696,14524,3784,-2949,5580,8388,161860,74007,0
156003,1580,16148,3168,-3217,-1948,3662,162076,74100,0
156143,1424,15932,3784,-451,-905,-466,162017,74150,0
156283,2044,15232,4912,2720,-2813,-7424,162085,74227,0
156423,2524,14264,4880,2130,-937,-7726,162069,74128,0
156563,2736,17296,5384,466,-4096,-5136,162056,74055,0
156705,2752,14412,4868,-1779,1195,855,161916,74085,0
156845,2560,14608,5172,-2029,4469,4412,161919,74133,0
156985,1664,15900,5132,-2513,3391,6220,162004,74190,0
157125,2624,14300,5732,684,7187,2896,162120,74145,0
157265,2004,18276,4956,-1401,3908,5816,161882,74064,0
157407,2072,11044,3980,-1857,-2443,3731,162113,74097,0
157547,3244,16456,4756,1468,457,-505,162257,74224,0
157687,5016,15816,4968,3772,218,-2778,162155,74248,0
157827,3948,14168,4424,759,-10350,-5865,161936,74106,0
157967,4252,15264,4412,868,-5596,-7608,162029,74102,0
158109,4436,15604,4576,-218,-5734,-4763,162064,74106,0
158249,3276,14884,4628,-106,440,588,161984,74182,0
158389,2112,15244,4344,-1321,4480,3042,162005,74222,0
158529,3992,16308,4444,-2119,5162,5225,161983,74167,0
158671,2608,13948,6196,-4211,-427,6441,162105,74129,0
158811,3936,13392,6024,-820,4458,4690,162103,74129,0
158951,3908,13540,6256,-733,3293,2462,162276,74229,0
159091,3916,14232,6456,360,2765,2148,162116,74256,0
159231,3564,13652,5544,295,63,454,162144,74190,0
159371,4264,13000,5288,1498,-1077,-157,162317,74155,0
159513,5068,13304,4916,3600,-1698,-2485,162268,74178,0
159653,4400,16796,5140,2134,-2330,-5483,162116,74199,0
159793,5956,14708,4096,1924,-4369,-4196,162110,74238,0
159933,3576,15772,4720,1105,-3196,-4269,162164,74176,0
160073,4916,14556,4448,256,95,-1178,162156,74173,0
160215,4384,14872,4028,-750,2075,2315,162082,74150,0
160355,4640,15168,4184,-993,7203,5242,162035,74134,0
160495,4424,15452,4460,-1709,2866,3996,162045,74246,0
160635,6496,12948,4824,-1315,5038,4152,162098,74142,0
160775,3764,17156,4444,-3055,-239,3323,161986,74135,0
160917,2608,14712,3556,180,3228,-15,162267,74173,0
161057,2840,15036,4088,54,-2515,-4729,162326,74167,0
161197,3756,16492,4252,204,-7742,-7506,162381,74286,0
161337,4368,13828,4536,1649,-7030,-6798,162076,74176,0
161477,3688,15028,5432,1770,-3909,-6257,162297,74246,0
161619,4076,15380,5868,859,-820,-2316,162093,74118,0
161759,2372,16084,4408,-2366,1615,3218,162199,74159,0
161899,2736,14948,3512,-2475,3001,7985,162096,74228,0
162039,3192,16360,3428,378,11688,6866,162441,74285,0
162179,1576,15148,3500,-1873,227,4395,162390,74213,0
162321,4080,13588,3084,95,689,2825,162459,74211,0
162461,3432,15396,3472,496,-664,-1439,162533,74171,0
162601,3836,14968,3996,2684,-2402,-4679,162423,74249,0
162741,3380,15732,3352,1071,-2436,-6554,162507,74315,0
162881,3668,15148,2768,-502,-6583,-5225,162472,74234,0
163021,2388,18232,3532,-98,-2156,-1562,162438,74204,0
163163,2336,13496,3664,-126,-3514,-576,162532,74240,0
163303,2116,16312,4268,151,-196,-969,162473,74292,0
163443,2600,14968,3836,-1070,1332,1177,162545,74345,0
163583,3192,14440,3620,-1507,1975,1058,162402,74226,0
163723,3848,16172,4636,-2885,3308,4740,162392,74170,0
163865,3456,15160,4128,-2293,3596,5755,162435,74222,0
164005,3336,15156,4248,15,3749,3382,162494,74249,0
164145,3816,15536,4620,35,2220,3052,162345,74245,0
164285,2592,13988,4280,-359,2927,2198,162414,74205,0
164425,3024,14388,4084,-282,-395,-316,162628,74261,0
164567,4864,15800,4384,2129,-2274,-5882,162512,74257,0
164707,4784,14972,4128,2548,-8386,-8557,162467,74197,0
164847,4604,15448,5044,841,-5590,-7638,162498,74382,0
164987,5344,14728,4612,-2465,-6148,-2398,162392,74263,0
165127,3724,14960,4584,576,1193,2018,162385,74251,0
165269,3360,16304,4616,-869,9902,7018,162476,74242,0
165409,3532,17016,5388,-3738,3742,5828,162429,74245,0
165549,4104,13744,6248,-3167,3953,7003,162534,74343,0
165689,3788,13188,7092,-2911,-153,4391,162655,74302,0
165829,4492,12940,6580,-153,3070,2403,162617,74321,0
165971,3704,13556,6336,1404,1216,49,162652,74253,0
166111,4656,13320,5612,2081,-645,-3016,162805,74335,0
166251,5852,14508,5416,2857,-2102,-3852,162699,74365,0
166391,5436,13172,5792,4522,704,-4242,162567,74383,0
166531,3928,16616,5184,1317,-5355,-6390,162606,74348,0
166671,4660,15496,3720,510,-3460,-4453,162630,74318,0
166813,4168,16356,4180,1888,82,-4589,162830,74341,0
166953,3472,15372,4208,749,808,-778,162629,74368,0
167093,3764,16120,5024,-1450,1905,3537,162697,74419,0
167233,3952,14856,3960,-2878,1283,5543,162672,74328,0
167373,4460,17160,3692,-309,9443,2965,162758,74317,0
167515,4840,14180,4388,-1122,199,4258,162760,74286,0
167655,4592,14764,4960,-2985,231,3189,162823,74289,0
167795,5224,14608,4564,-762,-2281,442,162800,74430,0
167935,2952,14404,4524,-412,3668,-1199,162941,74380,0
168075,3032,15396,4428,-662,-5094,-3890,162850,74393,0
168217,3276,14292,5008,2621,-1911,-5751,162863,74326,0
168357,3536,14084,5224,3719,-2466,-6803,163052,74395,0
168497,3032,16784,5880,2464,-1722,-3785,162869,74436,0
168637,3052,14452,4428,-1318,-3397,2493,162722,74408,0
168777,2892,16668,3904,-1756,2463,3969,162747,74391,0
168919,2980,15288,2932,-2542,3587,7502,162687,74316,0
169059,4156,16884,2932,-93,6765,3580,162782,74336,0
169199,4136,14112,3456,536,-218,2171,162671,74370,0
169339,4452,14968,4384,-1417,2245,-159,162754,74449,0
169479,4032,14732,4672,122,-6270,-3386,162643,74307,0
169619,2908,14832,4072,304,400,-3967,162822,74352,0
169761,3060,15560,3752,-464,-5172,-4932,162711,74348,0
169901,1976,17184,4676,389,-2476,-2910,162664,74403,0
170041,2176,13908,4760,-248,-3174,-2435,162833,74486,0
170181,2580,15920,4572,1246,737,-2443,162671,74373,0
170321,2384,15704,4504,-839,2937,980,162514,74332,0
170463,2636,15548,5068,-4018,1778,5430,162692,74370,0
170603,3372,15784,5572,-2971,1479,6843,162623,74315,0
170743,3016,14556,6204,-1615,4186,5372,162706,74458,0
170883,4056,14880,5580,-1530,119,4481,162646,74348,0
171023,2992,12040,4572,952,3037,2178,162767,74391,0
171165,3500,15708,4848,2922,-120,-2792,163030,74364,0
171305,5728,15088,5300,4660,-1148,-7687,162980,74379,0
171445,4544,15752,4552,3540,-9460,-10641,162798,74394,0
171585,3492,16104,4236,1031,-5190,-7932,162690,74411,0
171725,4672,15368,4024,-1306,-1947,-1095,162644,74342,0
171865,4372,14496,4000,-666,4160,4597,162628,74316,0
172007,2556,17040,5272,-4056,8038,9467,162801,74352,0
172147,3712,15788,5060,-6488,2178,10273,162668,74383,0
172287,4552,13640,6636,-2736,2826,6207,162820,74450,0
172427,4600,11552,7132,-223,2623,1940,162882,74392,0
172567,5892,14020,6264,1502,-2812,-159,162942,74375,0
172709,4436,12780,4960,4415,5146,-1106,162879,74420,0
172849,5744,13864,5904,3926,-4060,-4501,162892,74332,0
172989,6940,15544,6832,3819,3573,-4820,162721,74442,0
173129,4028,15000,5080,-291,-8285,-3769,162851,74397,0
173269,4556,15028,4260,843,-3186,-5311,162756,74382,0
173411,4152,14524,5228,716,-1046,-1811,162813,74343,0
173551,4108,15460,5368,-1455,2077,3371,162820,74334,0
173691,5096,15472,5200,-2167,3878,6393,162760,74433,0
173831,5480,13964,4880,-3239,2422,8775,162693,74386,0
173971,5292,15008,5440,-2316,2026,4864,162742,74401,0
174113,5964,11904,4904,-199,1405,2148,162951,74385,0
174253,5320,14244,5456,529,-545,-2780,163029,74386,0
174393,4352,14116,4032,2172,-1236,-4951,162773,74451,0
174533,4052,14296,4728,1298,-5895,-7365,162891,74487,0
174673,5760,16804,5320,2791,-3970,-7916,162786,74406,0
174813,3488,14340,4724,1965,-1026,-4337,162783,74355,0
174955,2840,16216,5560,496,-1958,-3343,162608,74342,0
175095,2816,14404,4792,-2102,836,3869,162419,74397,0
175235,2596,16652,4144,-3609,-152,5713,162454,74431,0
175375,4244,15100,3904,-5783,-1543,10067,162481,74365,0
175515,5952,14284,3924,-2657,-3572,3568,162426,74334,0
175657,7304,12060,4244,1278,-731,1472,162660,74370,0
175797,7648,13840,5228,1604,3772,-731,162533,74403,0
175937,6360,14424,4936,-107,-960,-4673,162611,74461,0
176077,4132,13728,4064,-1956,-2975,-6547,162571,74400,0
176217,4556,14996,3272,-2660,-10829,-10525,162798,74388,0
176359,3468,15872,4532,-236,-4793,-10364,163018,74481,0
176499,2776,15740,5692,671,-5630,-7758,162874,74462,0
176639,1028,13984,5180,-1117,-4074,-2981,162920,74526,0
176779,1272,15668,5760,280,-1446,-56,162884,74475,0
176919,152,14648,4872,-370,2394,1849,163127,74450,0
177061,1208,15380,4552,-633,4600,5239,163016,74465,0
177201,3160,16048,5204,-1012,9753,6607,162788,74470,0
177341,2128,15764,4840,-1502,3095,8186,162882,74511,0
177481,3576,14092,5504,485,7746,6345,162848,74455,0
177621,3648,15252,5984,-1448,1993,3973,163023,74410,0
177763,3328,17924,5148,388,5289,2720,162818,74445,0
177903,2932,12040,4152,535,-1644,42,163049,74519,0
178043,4068,14892,4796,4312,-1095,-5052,162983,74539,0
178183,2308,16460,4288,4610,-2715,-9389,162916,74485,0
178323,3996,15300,4332,2082,-4288,-8086,162828,74394,0
178465,3864,15420,3852,-1069,-6006,-4084,162896,74463,0
178605,2208,14296,5428,-191,2104,3539,162891,74492,0
178745,2360,15068,6676,-2399,11071,5008,163048,74572,0
178885,-912,17336,5864,-8017,4231,5091,162926,74482,0
179025,2916,14400,4792,-6434,4321,12328,163018,74458,0
179167,2828,12388,6736,-2532,-2785,7317,163238,74503,0
179307,3620,13056,7152,2341,2600,2051,163215,74539,0
179447,3864,11692,5824,4414,4185,652,163114,74552,0
179587,5460,14912,5812,5029,-708,-2936,163050,74485,0
179727,6028,15240,5220,5664,3182,-3883,163084,74440,0
179869,3504,15672,3872,5023,-5688,-6635,162987,74461,0
180009,3020,14860,4268,1039,-4398,-5076,163009,74496,0
180149,4400,16740,4136,-1760,-10424,-6778,162912,74530,0
180289,5116,13900,4556,-12,-826,156,162883,74447,0
180429,3376,16088,4504,-1457,5309,4585,162899,74398,0
180571,4912,16644,4288,-2611,3926,8395,162922,74427,0
180711,4900,13952,4380,-2447,2149,6630,163028,74523,0
180851,6368,15156,4636,-3969,-1729,4929,163183,74562,0
180991,6248,13200,4224,-320,-2950,1734,163218,74493,0
181131,4072,15448,4160,2047,5047,-3445,163429,74506,0
181273,3636,15076,2840,934,-5233,-4573,163343,74512,0
181413,2468,16224,4108,2382,-2934,-8944,163404,74583,0
181553,3868,16024,4072,3219,-6216,-8030,163190,74579,0
181693,2168,14884,4776,2951,-256,-6187,163276,74519,0
181833,2988,16808,5380,-313,-1668,-753,163050,74422,0
181975,2352,16128,3140,-3624,1067,6694,163312,74491,0
182115,2644,15748,2240,-2927,1268,9327,163230,74546,0
182255,3532,17352,2332,-1909,7407,10178,163314,74611,0
182395,4304,13908,2616,-553,-1551,4570,163338,74511,0
182535,4660,14788,3688,1087,1682,-2786,163379,74468,0
182677,4376,15736,3756,267,-4133,-6600,163376,74454,0
182817,2576,15332,2664,960,2949,-6013,163371,74532,0
182957,3176,14100,3160,109,-4867,-5646,163414,74588,0
183097,1728,17752,3968,1194,-4154,-4342,163345,74519,0
183237,1336,14348,3536,25,-1807,-3493,163572,74469,0
183379,884,16960,4580,300,-2149,-2392,163451,74491,0
183519,1148,14740,4228,-1785,1127,946,163346,74515,0
183659,1136,16920,4896,-3922,1308,4143,163385,74568,0
183799,2516,13844,4324,-1301,3474,3806,163269,74473,0
183939,2564,15948,4948,64,5574,2705,163217,74399,0
184081,1952,16220,4704,-2419,2539,6000,163262,74474,0
184221,1316,14508,3604,-1745,1862,4370,163301,74483,0
184361,1672,15240,3652,107,1214,4260,163397,74599,0
184501,4484,15720,4288,5006,1818,-6076,163178,74479,0
184641,3536,15992,3936,4229,-9930,-11230,163239,74499,0
184783,2968,15804,4088,959,-5746,-8158,163370,74521,0
184923,3072,16116,3976,-3092,-12308,-1657,163283,74464,0
185063,3060,12436,4696,2283,4854,-290,163109,74547,0
185203,3076,15448,4248,-2016,8300,4975,163187,74515,0
185343,2764,16956,4560,-4959,794,12065,163151,74504,0
185485,2028,14452,5192,-2460,7319,10186,163124,74417,0
185625,2716,14428,5696,-1962,2420,3753,163328,74480,0
185765,2492,15700,6368,374,4493,1671,163116,74564,0
185905,2340,13800,4732,450,-540,-1031,163254,74604,0
186045,4692,14356,3432,3548,-5586,-6184,163333,74555,0
186185,7076,14088,3136,6811,-3439,-8148,163080,74426,0
186327,3608,17880,2632,4549,-1239,-8154,163317,74508,0
186487,3516,16124,4516,-887,11458,3230,163719,74684,0
186627,3904,15812,1628,-1739,-2540,-1020,163011,74547,0
186767,3428,16216,2916,-882,4090,1638,163015,74506,0
186907,2564,15268,1936,-686,5907,3267,163269,74510,0
187049,1828,13908,2064,-1639,6674,1869,163432,74526,0
187189,3208,16352,3640,-4747,-4733,4257,163085,74507,0
