time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
79677,11600,-2884,17488,-3577,-7030,21674,175321,85396
79817,-11296,-6528,6248,2299,7553,-14532,169414,84010
79957,12924,-5436,16588,-1871,-3704,15830,175628,85473
80097,-7864,-6588,9232,3014,6595,-13562,171250,84565
80239,11644,-2388,17600,-1217,-3565,17774,175943,85557
80379,-9596,-5972,7852,1838,5553,-23276,170159,84176
80519,12388,-2040,19248,-2056,-808,25409,175617,85607
80659,-12356,-6004,6116,-607,4593,-15085,169509,83979
80799,23192,-1152,20472,-5289,694,13668,176290,85724
80939,-12684,-5908,7072,5421,9289,-7074,169137,83727
81081,17172,392,22156,-2110,1109,2953,175553,85466
81221,-4036,-6772,7048,3012,7125,-6718,168576,83844
81361,9576,-1396,18320,-3392,-832,20249,173324,84885
81501,-11204,-5144,11064,3483,9177,-17871,168677,83757
81641,11980,-4904,13080,-2503,2650,22684,172808,84652
81783,-17440,-6576,9148,2368,10035,-12151,169024,83691
81923,15288,-3324,16528,-3753,2756,16060,174996,85120
82063,-17604,-6824,9544,-3453,7608,-3346,169598,83999
82203,31944,6932,21588,-3068,200,6087,176338,85859
82343,-14776,-4960,8536,-162,8306,1474,170453,84076
82483,30944,9280,24380,-2545,-5208,-2392,176307,85778
82625,-9996,-4004,9484,-458,6206,6802,170898,84150
82765,23224,2920,20788,-7100,-656,-4547,176387,85761
82905,-512,-3600,9480,7962,280,6041,170581,84483
83045,23312,4484,26420,-7440,-4923,-8053,176183,85758
83185,-5744,-2936,9828,-442,981,12074,170894,84210
83327,26740,8356,28844,-791,-18815,-13383,175996,85815
83467,-4832,-1632,9908,1042,3719,11891,170477,84080
83607,26140,7796,25936,-3743,-11795,-8524,176159,85861
83747,-3840,-3780,9656,-35,7627,8417,170221,84132
83887,20364,2852,22236,-2890,-7846,-6504,175066,85505
84027,-5692,-5496,12588,-2797,4567,8856,170326,84046
84169,13448,-2428,18396,-4194,-2963,-9432,174521,85487
84309,-2596,-4268,8752,9212,3087,7994,171190,84376
84449,25536,7060,30348,-6177,-10071,-2822,176339,85871
84589,-11672,-4832,6904,-7800,10310,2962,171563,84218
84729,31336,8048,32556,1815,-21438,-3234,176464,85991
84871,-10792,-4528,8976,-5085,6487,6551,171850,84297
85011,27416,8740,32767,4252,-22992,-14912,175976,85972
85151,-6760,-4300,9216,-4878,1140,13172,171863,84422
85291,11332,1832,27756,9841,-15062,-20091,174006,85974
85431,-6220,-3972,8288,-7929,2480,14835,173174,84751
85571,-444,-4788,12164,15398,-3448,-22333,171764,85254
85713,-1772,-7776,11148,-6904,-6888,22520,173534,84958
85853,-7132,-6268,10168,11467,-842,-20897,170316,84616
85993,2096,-7708,10936,-5652,-5416,20045,173723,85027
86133,-10904,-6932,8876,11653,1702,-17281,170251,84294
86273,3816,-7856,13252,-7215,-4638,18356,174938,85332
86415,-10724,-7568,6808,9663,4964,-13257,170254,84069
86555,6856,-7364,15344,-8539,-4158,16171,175357,85381
86695,-8976,-8092,5196,8669,10009,-7054,170465,84262
86835,10640,-232,23324,-6488,3326,8428,175684,85592
86975,-8020,-7596,5200,658,7940,-2804,170376,84170
87115,19000,552,20108,-3256,5895,13253,176357,85624
87257,-12456,-7904,4788,-609,9888,-11811,170837,84223
87397,21996,1196,19588,-4712,8173,10075,176657,85796
87537,-13092,-7032,6680,-98,10550,-1786,170953,84315
87677,29656,5968,26756,-4277,1070,-1170,176926,85966
87817,-8056,-5164,8584,-3738,6305,8370,173030,84632
87959,15572,5604,31728,9740,-15798,-20526,175820,86032
88099,-3496,-5992,8980,-3960,7515,11330,171862,84441
88239,9756,3200,25300,13646,-15218,-15481,173087,86020
88379,-4056,-4860,11072,-7592,371,16571,172869,84846
88519,-5548,-2396,13020,11387,-5689,-22276,170026,84961
88659,1172,-5372,12220,-7473,-2809,21433,173504,84973
88801,-9684,-7720,6184,9296,3469,-18774,169999,84061
88941,5516,-6708,15604,-7858,-3112,19711,174599,85228
89081,-10044,-7792,6468,6561,5916,-15736,170084,84112
89221,11852,-6028,19160,-8849,-1777,16340,175332,85499
89361,-7796,-8396,9956,-4247,90,-955,171427,84721
89503,772,-8068,13160,225,-328,1402,174314,85376
