time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
90021,2736,14724,5256,-1080,2073,5028,158571,72739
90163,5000,17384,6052,-2471,3529,6296,158349,72645
90303,4488,13168,5500,-4472,-3004,4942,158573,72710
90443,5692,12464,7540,-4724,-1540,2155,158490,72809
90583,6144,14856,8396,-6908,-9101,-4182,158668,72837
90723,6676,10584,7628,-6223,-7670,-5248,158524,72765
90863,5960,11436,8524,-8987,-7727,-7403,159041,72865
91005,7536,11572,9432,-10690,-9597,-8883,159355,72928
91145,6968,8068,8104,-5404,-6305,-8899,159465,72983
91285,7136,10032,8860,1107,-3287,-9205,159406,73031
91425,6324,12140,9576,2316,-296,-6122,159327,72941
91565,6084,11004,8860,740,-3498,-3437,159118,72801
91707,6296,12644,8844,36,-1543,-335,159064,72823
91847,7608,13104,8324,-1252,327,3243,158503,72688
91987,9228,12624,7768,-770,591,5884,158299,72719
92127,7368,9964,7452,-302,585,8292,158458,72652
92267,8464,9912,8444,1123,1877,3564,158622,72705
92409,7784,10804,8732,2173,51,-1668,158557,72690
92549,6212,10368,7852,5263,6220,-5202,158640,72675
92689,6088,14672,7816,3586,3718,-7460,158899,72906
92829,3552,12800,7128,3461,4051,-6310,158744,72714
92969,1844,13888,5812,4294,7866,-2797,158488,72668
93111,3368,15488,4448,3419,4267,3723,158337,72593
93251,5704,14596,3672,2757,10198,8999,157998,72470
93391,4260,16636,3820,-879,7095,7087,158056,72645
93531,6608,14208,4360,-427,7783,9371,158000,72594
93671,6160,14268,4568,-147,9032,5727,158378,72680
93813,6052,14632,5084,-1247,4359,2418,158610,72651
93953,4472,13164,4904,946,1654,-441,158901,72747
94093,3016,15120,5376,3297,4046,-5704,158815,72840
94233,3112,13876,6684,1838,-1368,-4938,158790,72797
94373,1920,13916,7752,2963,792,-4646,158847,72783
94515,3296,13832,6536,2246,1894,-2669,158728,72680
94655,2952,14772,5072,168,4655,3669,158513,72613
94795,3916,15792,3576,-958,5724,6358,158571,72754
94935,3052,15088,3664,-666,3117,7426,158747,72808
95075,6036,15176,5076,-377,7851,4811,158765,72702
95215,6280,14796,5360,-3868,194,4189,158764,72625
95357,6536,13456,4996,-3498,1257,4498,158987,72710
95497,7104,11948,5996,-1984,-1402,1486,159058,72772
95637,4668,10892,6160,1428,4275,-1754,159274,72885
95777,5436,15704,6948,2744,-724,-4827,159307,72842
95917,3880,12540,6600,4172,-1463,-6577,159245,72758
96059,4876,14560,6864,4313,-3871,-7338,159287,72762
96199,3516,14796,6348,1709,-1094,-4260,159282,72761
96339,3656,14636,5216,-300,-3472,-1353,159039,72821
96479,3580,15716,4904,-1359,-887,1956,159106,72743
96619,3964,15320,4204,-1539,293,5462,158950,72734
96761,4284,16744,4288,-1594,5805,7382,159249,72828
96901,4252,15016,3976,-1841,-1775,5031,159049,72730
97041,6392,12984,4608,-263,-1587,3585,159216,72937
97181,5164,13500,4708,-1657,-1276,-605,159301,72878
97321,6172,14868,5040,459,-3172,-6127,159326,72886
97463,4660,14664,4276,1027,1237,-6923,159225,72825
97603,2972,14576,3436,-461,-5169,-6642,159482,72915
97743,2604,17144,4748,1471,-2062,-6317,159468,72996
97883,2244,13652,4860,1301,24,-3855,159519,72969
98023,1836,15876,5216,-605,-1964,-2443,159446,72937
98165,2912,14336,4704,-1318,-1551,2136,159290,72868
98305,1864,15652,4548,-2231,-454,5015,159496,72882
98445,2484,15168,3764,-1372,726,5393,159444,72944
98585,3664,16568,3952,767,4834,3784,159426,73017
98725,4248,13924,3788,972,-67,1950,159420,72909
98865,4612,15356,4344,-1380,638,2226,159551,72912
99007,5888,13420,4440,-105,-1558,410,159470,72898
99147,4568,14496,4084,-418,-686,-378,159526,72951
99287,4068,15220,3420,582,-1273,-3645,159581,73058
99427,2736,15884,3400,673,-2763,-5816,159681,72997
99567,2856,15556,3704,770,-2086,-6602,159578,72961
99709,3276,15456,4152,-447,-1755,-4124,159537,72948
99849,3220,13852,4184,766,2112,116,159445,72864
99989,3044,15656,4548,-990,8917,5356,159469,72979
100129,2588,16100,5440,-3690,6938,7256,159315,72930
100269,2216,15516,6124,-4182,603,6622,159462,72963
100411,3764,13628,5756,-2403,2675,5063,159613,72891
100551,4820,17020,5172,1114,-209,1375,159655,72927
100691,2780,11052,4612,-819,3299,3900,159575,73009
100831,4468,15076,5628,2108,-4570,-2591,159583,73015
100971,7596,16784,5188,4185,489,-6606,159424,72961
101111,5452,14568,4040,1082,-11151,-7460,159368,72927
101253,4540,14868,3956,1754,-2245,-7646,159467,72960
101393,4652,16356,4144,618,-5562,-6200,159376,72982
101533,3520,13876,4904,-455,2385,3002,159293,73035
101673,2116,16568,4916,-4160,8554,6781,159510,73042
101813,2812,15788,5784,-7127,726,8711,159536,73002
101955,4544,13048,6768,-3549,1691,6080,159586,73014
102095,4908,12796,7648,-2320,2312,4169,159789,73033
102235,4636,13244,7132,-2077,-870,2996,159736,73153
102375,5160,11344,6644,1149,-3806,-1443,159629,73034
102515,5304,12140,6696,2879,-591,-1638,159697,73084
102657,6804,12784,5860,4182,-2279,-4412,159812,73076
102797,7132,14092,5112,4123,-2678,-5833,159839,73076
102937,5600,16104,4248,2741,-1114,-7074,159711,73170
103077,4600,15196,3292,1122,-5639,-5020,159779,73161
103217,5060,15784,3752,891,1625,-2406,159795,73155
103359,5672,14896,3892,990,2801,-936,159714,73062
103499,4260,16012,3652,-2279,6017,4345,159772,73052
103639,3460,16996,3428,-4388,3984,6312,159840,73160
103779,3860,14292,3988,-4649,-1680,6728,159955,73223
103919,5824,15584,6696,-3112,-59,4837,159927,73114
104059,4904,11036,6440,-2962,606,5267,160044,73102
104201,5420,12376,6260,-27,1361,-386,160236,73211
104341,4452,12860,5904,1787,745,-4020,160076,73162
104481,3928,15516,4836,2128,-314,-4792,160144,73272
104621,5816,15376,3944,2647,-1942,-6843,159961,73169
104761,4552,15472,3344,4375,-3637,-8397,160041,73194
104903,4124,15552,3520,2620,-3605,-6073,160191,73222
105043,3224,16516,3536,-969,-2807,-2336,160163,73170
105183,3788,16092,3592,-1819,-3757,1952,159999,73285
105323,3312,14244,4332,-697,2629,2363,160054,73246
105463,1184,15640,3716,-3958,1433,6404,160184,73283
105605,4856,14404,5060,-3195,1057,9319,160136,73181
105745,4420,14340,5048,-1327,900,1652,160174,73228
105885,5316,13292,5108,-1074,-2751,996,160186,73301
106025,6444,15324,5440,1908,121,-2269,160267,73321
106165,4968,14116,4628,356,109,-2262,160358,73284
106305,4920,14684,4072,502,-1200,-5928,160244,73252
106447,4968,16136,3712,1409,-604,-5662,160370,73243
106587,4300,16984,3328,234,-2110,-3498,160221,73311
