time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
153637,-2120,-8628,6972,-1755,-2250,4530,176894,86054
154240,-5904,-5888,2360,32767,5749,-28689,0,0
154843,2788,-6332,15684,-7331,-140,5440,0,0
155446,-160,-2696,13424,-4051,4057,4993,0,0
156049,-1084,-4680,14464,-6093,6139,9953,0,0
156652,-15796,-7756,-2240,16922,-9134,-16264,0,0
157255,664,-4732,15848,-6475,-62,4065,0,0
157858,-2440,-1704,13212,-4437,1848,3985,0,0
158461,-1164,-8004,12620,-7079,-483,3165,0,0
159064,1580,-4944,14556,-2636,433,2313,0,0
159667,-1160,-7660,8144,-5211,-3049,7902,0,0
160270,3332,-3176,15208,-587,-199,2390,0,0
160873,-1824,-8132,4372,335,3355,4479,0,0
161476,1360,-5280,15484,-12904,-103,1816,0,0
162079,5104,13408,32767,27601,1125,-11275,0,0
162682,1336,-11304,8236,-11144,-913,4719,0,0
163285,2264,-3992,14176,-1701,752,-125,0,0
163564,0,-12068,-5236,11782,-5966,-243,178958,86646
163704,-1296,-1380,16196,-7696,5288,5810,177407,86377
163844,608,-3816,14944,-4706,4204,1491,176529,86195
163984,1748,-4848,16408,-12471,3865,1042,176997,86275
164124,-192,-8568,11564,-17271,4770,4289,176930,86253
164266,-2264,-12088,3672,-6759,2390,1657,176794,86236
164485,-3868,3076,-15008,32767,-8529,-16784,179139,86686
164627,292,-1580,13960,-8460,3328,3280,178277,86564
164767,1832,-4724,14180,-2163,2521,1601,177444,86320
164907,1824,-4348,14504,-5501,149,-733,177371,86440
165047,720,-7288,14924,-5271,1199,52,177130,86287
165187,1324,-8000,14024,-11226,86,3495,177263,86377
165329,676,-10060,7332,-8666,1430,1604,177540,86457
165469,-1056,9528,13828,32767,4466,583,178004,86719
165609,1972,-8892,17368,-11646,-2489,-609,179006,86798
165749,1172,-4320,12384,-1473,633,-236,178052,86576
165889,3460,-3676,15992,-195,-360,-317,177574,86431
166029,1164,-6524,15372,-4357,357,-1776,177020,86280
166171,1528,-8668,15768,-12117,2890,2634,177642,86407
166311,2828,-9312,8268,-9550,2283,4517,177562,86358
166451,-1064,-5988,-3140,15884,-437,-730,176678,86124
166591,12540,21508,32767,23370,1096,-6821,179526,86881
166731,-696,-2048,13628,-14111,1075,3216,177084,86288
