time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,ir,red
171925,684,-7360,13260,-2159,2454,4371,177647,86611
172065,-1060,-8564,12016,-1721,474,1623,177446,86462
172205,-1880,-8612,12932,50,-162,906,177652,86558
172347,-972,-8764,12996,284,119,250,177966,86511
172487,-1768,-8116,18872,-5776,2191,562,178330,86734
172627,116,-10968,4860,-18238,2527,1006,178882,86983
172788,-7960,10156,7600,32767,12463,-7284,178109,86868
172928,976,-5324,14880,-9577,-994,-4416,178807,86769
173068,1956,-2672,13952,-1521,1744,553,178302,86750
173208,2476,-1588,15872,-1352,200,52,177819,86526
173348,-1004,-5924,13208,2166,280,-5000,176371,86247
173490,2672,-5292,20720,-9782,-1862,-967,177606,86413
173630,1196,-5944,12516,-21277,4077,4811,177394,86429
173770,1684,-8876,-2412,3433,-2600,3989,176216,86316
173910,6088,13252,32767,32023,-1210,-9961,178420,86905
174050,3632,-3836,15400,-7397,1638,3427,177013,86317
174190,1604,-3056,12880,-1155,724,-20,176353,86205
174332,2936,-3100,16108,-2640,611,-1295,176294,86176
174472,1900,-6016,16320,-7460,187,-1314,176049,86160
174612,2348,-7832,14792,-14191,1804,3021,176556,86329
174752,1432,-10068,7552,-11633,4002,2341,176702,86315
174892,364,-10596,3896,1598,-1987,-1212,176642,86308
175034,-748,460,4032,32767,9744,-12813,176489,86558
175174,1824,-12132,20820,-16231,-15102,-2000,178023,86611
175777,2020,-904,12280,-6380,1665,3843,0,0
175935,-1940,-6104,-6112,32767,5523,-13950,176321,86646
176075,1224,-15960,18704,-11194,-10725,1430,178296,86730
176217,2104,-1636,12996,-5568,-1772,884,177992,86662
176357,3448,-3576,17112,-3991,-633,955,177267,86554
176497,2704,-7608,13916,-12580,-2601,2792,176579,86385
176637,1896,-11472,9816,-11588,207,5202,176862,86385
176777,908,-10740,7312,-4834,512,2585,177269,86495
176919,1540,-6652,-5304,32767,-11202,732,176314,86121
177059,6736,-7740,31884,-2880,-12184,-5785,178427,86639
177662,1768,-2212,12888,-5171,792,2035,0,0
178171,2592,-11624,11660,-8106,1659,3416,0,87166
178301,-2052,-3344,12996,-12087,3885,6232,178425,86795
178443,2272,-6592,12960,-5744,468,286,178367,86646
178583,2416,-7460,13168,-5343,1803,1355,178416,86760
178723,2132,-8820,11468,-1485,-803,2411,178380,86795
178863,-252,-9432,13404,-1005,683,816,178359,86827
179003,576,-10500,13024,-4420,2257,1583,178633,86864
179143,-72,-10892,10464,-6990,819,2012,179039,86898
179285,-448,-10380,2948,7975,-1566,-511,178834,86840
179425,-6072,1668,16600,32767,11999,-3449,178094,86727
179565,2096,-6192,22528,-17352,-6752,-971,179034,87015
179705,484,-5216,10228,-22672,-1204,5595,178868,86852
179845,200,-9876,7936,-8037,1843,2568,177991,86735
179987,-1468,-12020,9132,-689,-967,-625,178589,86812
180127,-364,-12268,11400,69,72,759,178909,86875
180267,72,-11996,9848,-6535,614,2515,179191,87046
180587,-1412,-10568,2740,7430,60,-2520,179572,86998
181190,3612,-4680,14428,-11440,6377,1686,0,0
181570,5020,-6352,14140,1639,-1515,-1034,0,86528
181710,3616,-7104,9344,-22095,6559,12285,177916,86668
181971,-4232,-96,-3580,32767,3671,-6873,178081,86549
182111,2996,-3820,14348,-2032,1611,-2017,176082,86184
182714,6512,-3828,14012,1356,-992,-1209,0,0
183317,8268,-4372,19148,-6142,6223,2152,0,0
183920,3632,64,13120,-3990,722,-1183,0,0
184238,2416,-7280,5160,2726,1689,5468,179163,86885
184841,-932,-648,14116,-6700,-1903,1884,0,0
185444,4692,-3216,15700,-4432,2551,-751,0,0
186047,3560,-1900,16304,336,2276,3285,0,0
186324,-1024,-7420,-4204,12300,-3298,527,179847,86972
186927,-1472,-2592,13344,-6558,574,1930,0,0
187065,9376,10056,21084,32767,-9347,-10241,177881,87087
187668,3392,-8464,18724,-9521,517,-2001,0,0
188271,768,-6072,14868,861,864,-728,0,0
188429,-21940,-1648,28812,10489,-3332,5409,178184,86959
189032,-960,-1444,15124,-2845,2029,2066,0,0
189332,18264,-6968,-7548,22015,-4032,20625,179794,87190
189472,-2032,-680,12784,-4323,837,1433,180134,87284
189612,-296,-2356,14820,-680,-1765,-2761,179196,87173
190215,140,-4144,16348,-4844,-2461,-4758,0,0
190818,-5368,12688,32480,22857,-3760,8421,0,0
191421,3828,-7576,15964,-17054,3307,-4344,0,0
192024,180,-5176,15396,-5251,2740,3417,0,0
192601,1868,-10672,13712,-15485,4691,-1786,0,87451
193204,-2680,-1756,13224,-2530,-877,-515,0,0
193807,1476,-10192,3308,-12252,418,192,0,0
194410,-720,-3888,16100,-3204,1568,-5918,0,0
194585,-16616,2792,32767,14513,-3004,-164,179539,87247
194727,-2864,-1980,14212,-2858,-2366,1629,180039,87407
194867,296,-4684,13564,1793,-1636,-1961,179237,87179
195007,-1684,-4772,16920,-3131,2088,-5606,178739,87164
195147,476,-6648,17272,-11935,7217,-8836,178734,87125
195287,904,-9128,10472,-17218,5668,-3159,178972,87167
195890,6084,-9424,-4932,10808,-10700,3629,0,0
196493,676,-3464,16444,-1889,1239,-5836,0,0
197096,9024,-1744,32000,8807,-5416,-8952,0,0
197699,-3072,-12468,-2124,29473,-873,-11953,0,0
198302,2756,-6668,18324,-9531,3952,-806,0,0
198905,-2676,-13384,6176,184,-906,-647,0,0
199508,1448,-5956,14364,-5344,986,-3960,0,0
200111,-9380,22872,32767,31700,10573,-295,0,0
200714,3000,-5572,16212,-1173,1554,-629,0,0
201317,2812,-15132,19512,-10676,-4541,-18,0,0
201920,1228,-11484,8028,-19659,6121,957,0,0
202523,4172,-6204,13172,1371,225,-593,0,0
203126,-3116,2384,24964,17032,13652,-32768,0,0
203729,2780,-5880,15580,-5605,-88,11219,0,0
204332,2664,-400,14252,1517,-1843,-237,0,0
204935,5132,-11416,1624,-18630,-181,14241,0,0
205538,5080,-3008,15916,-3887,1834,-1659,0,0
206141,-13108,500,32767,11538,-15605,-11958,0,0
206744,2244,-8764,16096,-18190,7362,-2217,0,0
207347,2472,-1716,13240,-331,809,2511,0,0
207950,4824,-5104,19516,-2945,3216,555,0,0
208553,6400,-7860,20800,-8688,-18489,-8341,0,0
208905,3872,-4416,20800,-24894,5600,5481,176489,86839
209508,-2864,-1900,23344,32767,2539,-5044,0,0
210111,7820,-5684,18028,-21570,17960,1063,0,0
210714,-412,-636,10936,-4396,4035,4371,0,0
211317,-904,-7920,4344,-18425,9261,5818,0,0
211920,1672,-6732,17700,-7293,5323,-1861,0,0
212523,2316,-5540,18196,-12001,11743,5998,0,0
213126,116,-4716,13040,24429,6440,457,0,0
213729,-4280,5308,32767,26414,-6297,-9955,0,0
214332,5832,3240,26176,24542,1206,-5832,0,0
214935,-3624,-9264,23980,-12464,-9417,-4574,0,0
215538,192,-9524,7844,-930,-1238,1207,0,0
216141,3184,-7740,13164,628,-937,-949,0,0
216744,4600,-6636,14096,630,578,-1258,0,0
217347,4028,-7212,13248,2202,-2089,-2280,0,0
217950,4976,-5500,13196,936,-1672,-545,0,0
218553,3392,-4548,15280,173,3476,2358,0,0
219156,2780,-5740,12416,1614,-2514,-1647,0,0
219759,3484,-3424,14380,-1262,-384,-1230,0,0
220362,5872,-4924,12332,-3818,-2541,-2759,0,0
220965,6216,-8660,9916,-814,-8318,3438,0,0
221569,5760,-2828,12004,1241,5724,3397,0,0
222173,2528,-3884,13460,-1603,9917,5235,0,0
222776,-3488,-8164,15820,-2338,70,16455,0,0
223379,-3752,11436,25308,32767,-378,-27831,0,0
223982,-1472,-8584,10412,-9522,127,5720,0,0
224585,3196,-2464,16120,756,525,439,0,0
225188,2068,7968,30184,30645,13177,-27150,0,0
225791,2392,-7364,14932,-8905,954,4439,0,0
226394,-132,-2444,12720,-3070,1732,2064,0,0
226997,-6152,-5592,3412,32767,5185,-9573,0,0
227600,2476,-4284,14980,-3967,-1475,608,0,0
228203,2944,-8080,14340,-8797,1851,4190,0,0
228806,1540,-2484,14908,-3971,5012,3307,0,0
229409,6872,11484,32767,26988,-15329,-8704,0,0
230012,564,-9240,10520,-10890,75,1893,0,0
230615,1528,-1868,16232,-3745,-71,899,0,0
231218,-5928,-6376,-2012,32767,-2700,5141,0,0
231821,360,-6424,14276,-3327,1470,313,0,0
232424,3172,-9016,17724,-9741,-4313,2583,0,0
233027,236,-9540,16008,-13573,-4059,1551,0,0
233630,3924,-3028,14148,1171,-309,-746,0,0
234233,-1732,-6352,-5600,32767,-5876,-2654,0,0
234836,3260,-2888,16376,-2618,1549,-820,0,0
235439,4724,-7092,20004,-6594,-5864,-2095,0,0
236042,4684,-5900,14664,-16900,4073,6370,0,0
236645,4004,-1032,11876,-3004,1949,581,0,0
237248,1372,-7460,4748,-9692,1706,4236,0,0
237851,3132,-7228,15184,-12456,2377,3471,0,0
238454,-2076,-2428,13172,-5905,1203,2139,0,0
239057,4128,-6164,14368,-14634,4169,3618,0,0
239660,5824,-3192,11228,-4012,355,-19,0,0
240263,8044,13852,32767,32767,-6292,-10602,0,0
240866,32484,10504,30892,336,-5803,-4047,0,0
241469,-304,-8576,8136,1174,-6003,9144,0,0
242072,2288,-6488,13724,-5891,30,6485,0,0
242675,19008,732,26524,-6333,114,7594,0,0
243278,-4332,-10552,4988,2556,2138,-4360,0,0
243881,1836,-8776,14252,-8984,-1562,9958,0,0
244484,2052,-1492,16088,-2018,3143,7177,0,0
245087,-212,-9484,8416,-3283,-1294,5679,0,0
245690,3548,-7068,14228,-10792,-10,10187,0,0
246293,764,-3724,13892,-945,1319,3351,0,0
